,eid,timestamp,lifecycle,resource,activity,material,purchase_requisition,quotation,purchase_order,goods_receipt,invoice_receipt,payment
14070,event:28194,2024-09-16T21:28:00.000Z,complete,Procurement Department,Create Request for Quotation,,['purchase_requisition:905:pr_trigger_905'],['quotation:904'],,,,
14071,event:28195,2024-09-16T21:52:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:1530'],['goods receipt:1862'],,
14072,event:28196,2024-09-16T22:15:00.000Z,complete,Manufacturing Department,Create Purchase Requisition,"['material:2253', 'material:2254']",['purchase_requisition:908:pr_trigger_908'],,,,,
14073,event:28197,2024-09-16T22:44:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:1537'],['goods receipt:1857'],,
14074,event:28198,2024-09-16T23:51:00.000Z,complete,Procurement Order Manager,Approve Purchase Order,,,['quotation:892'],['purchase_order:1533'],,,
14075,event:28199,2024-09-17T00:17:00.000Z,complete,Finance/Account Department,Create Invoice Receipt,,,,,['goods receipt:1853'],['invoice receipt:1851'],
14076,event:28200,2024-09-17T01:40:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:1535'],['goods receipt:1857'],,
14077,event:28201,2024-09-17T02:15:00.000Z,complete,Procurement Department,Create Purchase Order,,,['quotation:903'],['purchase_order:1547'],,,
14078,event:28202,2024-09-17T04:55:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:1536'],['goods receipt:1855'],,
14079,event:28203,2024-09-17T05:15:00.000Z,complete,Procurement Department,Create Request for Quotation,,['purchase_requisition:895:pr_trigger_895'],['quotation:900'],,,,
14080,event:28226,2024-09-17T07:10:00.000Z,complete,Finance/Account Department,Perform Two-Way Match,,,,,['goods receipt:1853'],['invoice receipt:1851'],
14081,event:28228,2024-09-17T07:14:00.000Z,complete,Procurement Order Manager,Approve Purchase Order,,,['quotation:903'],['purchase_order:1547'],,,
14082,event:28230,2024-09-17T08:58:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:1539'],['goods receipt:1852'],,
14083,event:28232,2024-09-17T09:21:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:1527'],['goods receipt:1864'],,
14084,event:28237,2024-09-17T09:41:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:1540'],['goods receipt:1867'],,
14085,event:28239,2024-09-17T10:11:00.000Z,complete,Finance/Account Department,Create Invoice Receipt,,,,,['goods receipt:1861'],['invoice receipt:1860'],
14086,event:28241,2024-09-17T10:16:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:1527'],['goods receipt:1862'],,
14087,event:28242,2024-09-17T10:21:00.000Z,complete,Finance/Account Department,Perform Two-Way Match,,,,,['goods receipt:1861'],['invoice receipt:1860'],
14088,event:28243,2024-09-17T10:53:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:1538'],['goods receipt:1854'],,
14089,event:28244,2024-09-17T11:21:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:1529'],['goods receipt:1861'],,
14090,event:28245,2024-09-17T12:23:00.000Z,complete,Finance/Account Department,Create Invoice Receipt,,,,,['goods receipt:1863'],['invoice receipt:1860'],
14091,event:28247,2024-09-17T12:33:00.000Z,complete,Finance/Account Department,Perform Two-Way Match,,,,,['goods receipt:1863'],['invoice receipt:1860'],
14092,event:28248,2024-09-17T14:56:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:1529'],['goods receipt:1862'],,
14093,event:28249,2024-09-17T15:12:00.000Z,complete,Procurement Department,Create Purchase Order,,,['quotation:900'],['purchase_order:1552'],,,
14094,event:28250,2024-09-17T16:17:00.000Z,complete,Finance/Account Department,Create Invoice Receipt,,,,,['goods receipt:1862'],['invoice receipt:1860'],
14095,event:28251,2024-09-17T16:45:00.000Z,complete,Manufacturing Department,Create Purchase Requisition,['material:2260'],['purchase_requisition:911:pr_trigger_911'],,,,,
14096,event:28252,2024-09-17T17:05:00.000Z,complete,Procurement Department,Create Purchase Order,,,['quotation:900'],['purchase_order:1553'],,,
14097,event:28253,2024-09-17T17:13:00.000Z,complete,Finance/Account Department,Execute Payment,,,,['purchase_order:1517'],['goods receipt:1827'],['invoice receipt:1827'],['payment:875']
14098,event:28254,2024-09-17T18:27:00.000Z,complete,Finance/Account Department,Create Invoice Receipt,,,,,['goods receipt:1867'],['invoice receipt:1861'],
14099,event:28255,2024-09-17T18:52:00.000Z,complete,Procurement Requisition Manager,Approve Purchase Requisition,"['material:2249', 'material:2252', 'material:2250', 'material:2251']",['purchase_requisition:907:pr_trigger_907'],,,,,
14100,event:28256,2024-09-17T20:20:00.000Z,complete,Procurement Order Manager,Approve Purchase Order,,,['quotation:891'],['purchase_order:1526'],,,
14101,event:28257,2024-09-17T22:50:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:1537'],['goods receipt:1854'],,
14102,event:28258,2024-09-18T01:09:00.000Z,complete,Procurement Department,Create Purchase Order,,,['quotation:904'],['purchase_order:1548'],,,
14103,event:28259,2024-09-18T01:28:00.000Z,complete,Finance/Account Department,Execute Payment,,,,['purchase_order:1499'],['goods receipt:1822'],['invoice receipt:1823'],['payment:871']
14104,event:28260,2024-09-18T03:39:00.000Z,complete,Finance/Account Department,Create Invoice Receipt,,,,,['goods receipt:1855'],['invoice receipt:1855'],
14105,event:28261,2024-09-18T06:30:00.000Z,complete,Procurement Requisition Manager,Approve Purchase Requisition,"['material:2253', 'material:2254']",['purchase_requisition:908:pr_trigger_908'],,,,,
14106,event:28262,2024-09-18T06:31:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:1536'],['goods receipt:1857'],,
14107,event:28263,2024-09-18T06:36:00.000Z,complete,Procurement Requisition Manager,Approve Purchase Requisition,"['material:2242', 'material:2243']",['purchase_requisition:904:pr_trigger_904'],,,,,
14108,event:28278,2024-09-18T07:10:00.000Z,complete,Finance/Account Department,Perform Two-Way Match,,,,,['goods receipt:1862'],['invoice receipt:1860'],
14109,event:28279,2024-09-18T07:10:00.000Z,complete,Finance/Account Department,Perform Two-Way Match,,,,,['goods receipt:1867'],['invoice receipt:1861'],
14110,event:28280,2024-09-18T07:10:00.000Z,complete,Finance/Account Department,Perform Two-Way Match,,,,,['goods receipt:1855'],['invoice receipt:1855'],
14111,event:28282,2024-09-18T08:11:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:1527'],['goods receipt:1863'],,
14112,event:28283,2024-09-18T08:12:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:1535'],['goods receipt:1855'],,
14113,event:28284,2024-09-18T08:16:00.000Z,complete,Manufacturing Department,Delegate Purchase Requisition Approval,['material:2260'],['purchase_requisition:911:pr_trigger_911'],,,,,
14114,event:28287,2024-09-18T08:57:00.000Z,complete,Manufacturing Department,Create Purchase Requisition,['material:2267'],['purchase_requisition:914:pr_trigger_914'],,,,,
14115,event:28289,2024-09-18T09:14:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:1530'],['goods receipt:1863'],,
14116,event:28290,2024-09-18T09:51:00.000Z,complete,Manufacturing Department,Create Purchase Requisition,"['material:2265', 'material:2264', 'material:2266', 'material:2263']",['purchase_requisition:913:pr_trigger_913'],,,,,
14117,event:28292,2024-09-18T10:18:00.000Z,complete,Manufacturing Department,Delegate Purchase Requisition Approval,['material:2267'],['purchase_requisition:914:pr_trigger_914'],,,,,
14118,event:28294,2024-09-18T11:24:00.000Z,complete,Finance/Account Department,Create Invoice Receipt,,,,,['goods receipt:1857'],['invoice receipt:1855'],
14119,event:28296,2024-09-18T11:34:00.000Z,complete,Finance/Account Department,Perform Two-Way Match,,,,,['goods receipt:1857'],['invoice receipt:1855'],
14120,event:28297,2024-09-18T12:35:00.000Z,complete,Finance/Account Department,Create Invoice Receipt,,,,,['goods receipt:1856'],['invoice receipt:1855'],
14121,event:28299,2024-09-18T12:45:00.000Z,complete,Finance/Account Department,Perform Two-Way Match,,,,,['goods receipt:1856'],['invoice receipt:1855'],
14122,event:28300,2024-09-18T12:54:00.000Z,complete,Finance/Account Department,Create Invoice Receipt,,,,,['goods receipt:1864'],['invoice receipt:1860'],
14123,event:28302,2024-09-18T13:04:00.000Z,complete,Finance/Account Department,Perform Two-Way Match,,,,,['goods receipt:1864'],['invoice receipt:1860'],
14124,event:28304,2024-09-18T13:46:00.000Z,complete,Procurement Department,Create Request for Quotation,,['purchase_requisition:904:pr_trigger_904'],['quotation:908'],,,,
14125,event:28307,2024-09-18T14:09:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:1547'],['goods receipt:1871'],,
14126,event:28309,2024-09-18T14:50:00.000Z,complete,Procurement Order Manager,Approve Purchase Order,,,['quotation:904'],['purchase_order:1548'],,,
14127,event:28310,2024-09-18T15:20:00.000Z,complete,Manufacturing Department,Create Purchase Requisition,"['material:2262', 'material:2261']",['purchase_requisition:912:pr_trigger_912'],,,,,
14128,event:28311,2024-09-18T15:35:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:1544'],['goods receipt:1865'],,
14129,event:28312,2024-09-18T15:37:00.000Z,complete,Procurement Department,Create Purchase Order,,,['quotation:904'],['purchase_order:1549'],,,
14130,event:28313,2024-09-18T17:11:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:1526'],['goods receipt:1873'],,
14131,event:28314,2024-09-18T17:24:00.000Z,complete,Procurement Department,Create Purchase Order,,,['quotation:908'],['purchase_order:1555'],,,
14132,event:28315,2024-09-18T18:43:00.000Z,complete,Finance/Account Department,Execute Payment,,,,"['purchase_order:1501', 'purchase_order:1502']","['goods receipt:1824', 'goods receipt:1825']",['invoice receipt:1826'],['payment:874']
14133,event:28316,2024-09-18T19:39:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:1533'],['goods receipt:1870'],,
14134,event:28317,2024-09-18T20:47:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:1505'],['goods receipt:1851'],,
14135,event:28318,2024-09-18T20:53:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:1534'],['goods receipt:1869'],,
14136,event:28319,2024-09-18T22:00:00.000Z,complete,Procurement Department,Create Request for Quotation,,['purchase_requisition:893:pr_trigger_893'],['quotation:898'],,,,
14137,event:28320,2024-09-18T23:16:00.000Z,complete,Finance/Account Department,Create Invoice Receipt,,,,,['goods receipt:1854'],['invoice receipt:1855'],
14138,event:28321,2024-09-19T02:42:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:1527'],['goods receipt:1861'],,
14139,event:28322,2024-09-19T03:57:00.000Z,complete,Finance/Account Department,Execute Payment,,,,"['purchase_order:1516', 'purchase_order:1515', 'purchase_order:1514']","['goods receipt:1834', 'goods receipt:1835', 'goods receipt:1833', 'goods receipt:1836']",['invoice receipt:1836'],['payment:882']
14140,event:28323,2024-09-19T06:05:00.000Z,complete,Procurement Requisition Manager,Approve Purchase Requisition,['material:2255'],['purchase_requisition:909:pr_trigger_909'],,,,,
14141,event:28324,2024-09-19T06:22:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:1528'],['goods receipt:1861'],,
14142,event:28337,2024-09-19T07:10:00.000Z,complete,Finance/Account Department,Perform Two-Way Match,,,,,['goods receipt:1854'],['invoice receipt:1855'],
14143,event:28339,2024-09-19T07:31:00.000Z,complete,Procurement Department,Create Request for Quotation,,['purchase_requisition:911:pr_trigger_911'],['quotation:909'],,,,
14144,event:28341,2024-09-19T08:44:00.000Z,complete,Finance/Account Department,Create Invoice Receipt,,,,,['goods receipt:1871'],['invoice receipt:1862'],
14145,event:28343,2024-09-19T08:54:00.000Z,complete,Finance/Account Department,Perform Two-Way Match,,,,,['goods receipt:1871'],['invoice receipt:1862'],
14146,event:28345,2024-09-19T09:59:00.000Z,complete,Procurement Department,Create Purchase Order,,,['quotation:908'],['purchase_order:1554'],,,
14147,event:28346,2024-09-19T09:59:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:1526'],['goods receipt:1872'],,
14148,event:28350,2024-09-19T10:57:00.000Z,complete,Manufacturing Department,Delegate Purchase Requisition Approval,"['material:2262', 'material:2261']",['purchase_requisition:912:pr_trigger_912'],,,,,
14149,event:28352,2024-09-19T12:37:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:1537'],['goods receipt:1856'],,
14150,event:28353,2024-09-19T12:53:00.000Z,complete,Finance/Account Department,Create Invoice Receipt,,,,,['goods receipt:1873'],['invoice receipt:1869'],
14151,event:28355,2024-09-19T13:03:00.000Z,complete,Finance/Account Department,Perform Two-Way Match,,,,,['goods receipt:1873'],['invoice receipt:1869'],
14152,event:28356,2024-09-19T14:20:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:1538'],['goods receipt:1857'],,
14153,event:28357,2024-09-19T14:34:00.000Z,complete,Procurement Order Manager,Approve Purchase Order,,,['quotation:889'],['purchase_order:1532'],,,
14154,event:28362,2024-09-19T14:53:00.000Z,complete,Procurement Department,Create Request for Quotation,,['purchase_requisition:912:pr_trigger_912'],['quotation:912'],,,,
14155,event:28364,2024-09-19T17:02:00.000Z,complete,Finance/Account Department,Create Invoice Receipt,,,,,['goods receipt:1852'],['invoice receipt:1856'],
14156,event:28365,2024-09-19T21:50:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:1546'],['goods receipt:1859'],,
14157,event:28366,2024-09-19T22:11:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:1546'],['goods receipt:1858'],,
14158,event:28367,2024-09-19T22:28:00.000Z,complete,Finance/Account Department,Create Invoice Receipt,,,,,['goods receipt:1866'],['invoice receipt:1864'],
14159,event:28368,2024-09-19T23:51:00.000Z,complete,Finance/Account Department,Create Invoice Receipt,,,,,['goods receipt:1865'],['invoice receipt:1864'],
14160,event:28369,2024-09-19T23:52:00.000Z,complete,Procurement Order Manager,Approve Purchase Order,,,['quotation:900'],['purchase_order:1552'],,,
14161,event:28370,2024-09-20T00:12:00.000Z,complete,Finance/Account Department,Create Invoice Receipt,,,,,['goods receipt:1872'],['invoice receipt:1869'],
14162,event:28371,2024-09-20T01:22:00.000Z,complete,Manufacturing Department,Create Purchase Requisition,['material:2268'],['purchase_requisition:915:pr_trigger_915'],,,,,
14163,event:28372,2024-09-20T02:08:00.000Z,complete,Procurement Department,Create Request for Quotation,,['purchase_requisition:886:pr_trigger_886'],['quotation:899'],,,,
14164,event:28373,2024-09-20T02:20:00.000Z,complete,Finance/Account Department,Create Invoice Receipt,,,,,['goods receipt:1869'],['invoice receipt:1867'],
14165,event:28374,2024-09-20T02:33:00.000Z,complete,Finance/Account Department,Execute Payment,,,,['purchase_order:1547'],['goods receipt:1871'],['invoice receipt:1862'],['payment:888']
14166,event:28383,2024-09-20T07:10:00.000Z,complete,Finance/Account Department,Perform Two-Way Match,,,,,['goods receipt:1852'],['invoice receipt:1856'],
14167,event:28384,2024-09-20T07:10:00.000Z,complete,Finance/Account Department,Perform Two-Way Match,,,,,['goods receipt:1866'],['invoice receipt:1864'],
14168,event:28385,2024-09-20T07:10:00.000Z,complete,Finance/Account Department,Perform Two-Way Match,,,,,['goods receipt:1865'],['invoice receipt:1864'],
14169,event:28386,2024-09-20T07:10:00.000Z,complete,Finance/Account Department,Perform Two-Way Match,,,,,['goods receipt:1872'],['invoice receipt:1869'],
14170,event:28387,2024-09-20T07:10:00.000Z,complete,Finance/Account Department,Perform Two-Way Match,,,,,['goods receipt:1869'],['invoice receipt:1867'],
14171,event:28391,2024-09-20T08:09:00.000Z,complete,Procurement Department,Create Request for Quotation,,['purchase_requisition:907:pr_trigger_907'],['quotation:906'],,,,
14172,event:28396,2024-09-20T08:23:00.000Z,complete,Finance/Account Department,Execute Payment,,,,"['purchase_order:1530', 'purchase_order:1528', 'purchase_order:1527', 'purchase_order:1529']","['goods receipt:1863', 'goods receipt:1864', 'goods receipt:1861', 'goods receipt:1862']",['invoice receipt:1860'],['payment:886']
14173,event:28397,2024-09-20T09:48:00.000Z,complete,Procurement Department,Create Purchase Order,,,['quotation:912'],['purchase_order:1558'],,,
14174,event:28399,2024-09-20T10:12:00.000Z,complete,Procurement Department,Create Purchase Order,,,['quotation:904'],['purchase_order:1551'],,,
14175,event:28401,2024-09-20T10:53:00.000Z,complete,Procurement Order Manager,Approve Purchase Order,,,['quotation:908'],['purchase_order:1555'],,,
14176,event:28402,2024-09-20T11:10:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:1535'],['goods receipt:1854'],,
14177,event:28403,2024-09-20T14:45:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:1534'],['goods receipt:1870'],,
14178,event:28404,2024-09-20T15:42:00.000Z,complete,Finance/Account Department,Execute Payment,,,,['purchase_order:1547'],['goods receipt:1871'],['invoice receipt:1862'],['payment:888']
14179,event:28405,2024-09-20T16:20:00.000Z,complete,Procurement Department,Create Purchase Order,,,['quotation:899'],['purchase_order:1559'],,,
14180,event:28406,2024-09-20T16:46:00.000Z,complete,Procurement Order Manager,Approve Purchase Order,,,['quotation:904'],['purchase_order:1551'],,,
14181,event:28407,2024-09-20T17:06:00.000Z,complete,Procurement Department,Create Purchase Order,,,['quotation:909'],['purchase_order:1557'],,,
14182,event:28408,2024-09-20T22:04:00.000Z,complete,Manufacturing Department,Create Purchase Requisition,"['material:2270', 'material:2269']",['purchase_requisition:916:pr_trigger_916'],,,,,
14183,event:28409,2024-09-20T22:08:00.000Z,complete,Procurement Department,Create Request for Quotation,,['purchase_requisition:908:pr_trigger_908'],['quotation:907'],,,,
14184,event:28410,2024-09-20T22:35:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:1530'],['goods receipt:1864'],,
14185,event:28411,2024-09-20T23:56:00.000Z,complete,Procurement Requisition Manager,Approve Purchase Requisition,['material:2268'],['purchase_requisition:915:pr_trigger_915'],,,,,
14186,event:28412,2024-09-21T04:24:00.000Z,complete,Procurement Requisition Manager,Approve Purchase Requisition,['material:2216'],['purchase_requisition:894:pr_trigger_894'],,,,,
14187,event:28413,2024-09-21T04:57:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:1538'],['goods receipt:1856'],,
14188,event:28414,2024-09-21T05:54:00.000Z,complete,Finance/Account Department,Execute Payment,,,,['purchase_order:1539'],['goods receipt:1852'],['invoice receipt:1856'],['payment:889']
14189,event:28415,2024-09-21T08:53:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:1532'],['goods receipt:1874'],,
14190,event:28416,2024-09-21T10:52:00.000Z,complete,Finance/Account Department,Create Invoice Receipt,,,,,['goods receipt:1870'],['invoice receipt:1867'],
14191,event:28417,2024-09-21T11:21:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:1537'],['goods receipt:1855'],,
14192,event:28418,2024-09-21T11:56:00.000Z,complete,Procurement Order Manager,Approve Purchase Order,,,['quotation:904'],['purchase_order:1549'],,,
14193,event:28419,2024-09-21T17:27:00.000Z,complete,Procurement Department,Create Purchase Order,,,['quotation:904'],['purchase_order:1550'],,,
14194,event:28420,2024-09-21T18:22:00.000Z,complete,Finance/Account Department,Execute Payment,,,,['purchase_order:1540'],['goods receipt:1867'],['invoice receipt:1861'],['payment:885']
14195,event:28421,2024-09-21T18:56:00.000Z,complete,Procurement Department,Create Request for Quotation,,['purchase_requisition:910:pr_trigger_910'],['quotation:902'],,,,
14196,event:28422,2024-09-22T01:21:00.000Z,complete,Finance/Account Department,Create Invoice Receipt,,,,,['goods receipt:1851'],['invoice receipt:1865'],
14197,event:28423,2024-09-22T03:14:00.000Z,complete,Procurement Department,Create Purchase Order,,,['quotation:906'],['purchase_order:1560'],,,
14198,event:28424,2024-09-22T03:57:00.000Z,complete,Finance/Account Department,Execute Payment,,,,['purchase_order:1526'],"['goods receipt:1872', 'goods receipt:1873']",['invoice receipt:1869'],['payment:891']
14199,event:28425,2024-09-22T04:01:00.000Z,complete,Procurement Department,Create Purchase Order,,,['quotation:906'],['purchase_order:1561'],,,
14200,event:28426,2024-09-22T08:10:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:1528'],['goods receipt:1864'],,
14201,event:28427,2024-09-22T10:24:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:1531'],['goods receipt:1874'],,
14202,event:28428,2024-09-22T11:55:00.000Z,complete,Procurement Order Manager,Approve Purchase Order,,,['quotation:896'],['purchase_order:1543'],,,
14203,event:28429,2024-09-22T12:13:00.000Z,complete,Procurement Department,Create Purchase Order,,,['quotation:898'],['purchase_order:1556'],,,
14204,event:28430,2024-09-22T17:06:00.000Z,complete,Finance/Account Department,Execute Payment,,,,"['purchase_order:1537', 'purchase_order:1536', 'purchase_order:1538', 'purchase_order:1535']","['goods receipt:1857', 'goods receipt:1856', 'goods receipt:1854', 'goods receipt:1855']",['invoice receipt:1855'],['payment:887']
14205,event:28431,2024-09-22T20:41:00.000Z,complete,Finance/Account Department,Execute Payment,,,,"['purchase_order:1520', 'purchase_order:1519']","['goods receipt:1842', 'goods receipt:1841', 'goods receipt:1840']",['invoice receipt:1847'],['payment:880']
14206,event:28432,2024-09-23T06:56:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:1528'],['goods receipt:1862'],,
14207,event:28465,2024-09-23T07:01:00.000Z,complete,Procurement Department,Create Request for Quotation,,['purchase_requisition:902:pr_trigger_902'],['quotation:905'],,,,
14208,event:28469,2024-09-23T07:10:00.000Z,complete,Finance/Account Department,Perform Two-Way Match,,,,,['goods receipt:1870'],['invoice receipt:1867'],
14209,event:28470,2024-09-23T07:10:00.000Z,complete,Finance/Account Department,Perform Two-Way Match,,,,,['goods receipt:1851'],['invoice receipt:1865'],
14210,event:28473,2024-09-23T07:52:00.000Z,complete,Procurement Department,Create Purchase Order,,,['quotation:902'],['purchase_order:1565'],,,
14211,event:28475,2024-09-23T10:12:00.000Z,complete,Procurement Department,Create Purchase Order,,,['quotation:905'],['purchase_order:1569'],,,
14212,event:28477,2024-09-23T10:18:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:1541'],['goods receipt:1877'],,
14213,event:28478,2024-09-23T11:15:00.000Z,complete,Procurement Department,Create Request for Quotation,,['purchase_requisition:903:pr_trigger_903'],['quotation:901'],,,,
14214,event:28482,2024-09-23T12:24:00.000Z,complete,Manufacturing Department,Create Purchase Requisition,"['material:2278', 'material:2277']",['purchase_requisition:919:pr_trigger_919'],,,,,
14215,event:28484,2024-09-23T13:11:00.000Z,complete,Procurement Department,Create Request for Quotation,,['purchase_requisition:914:pr_trigger_914'],['quotation:910'],,,,
14216,event:28486,2024-09-23T13:13:00.000Z,complete,Finance/Account Department,Execute Payment,,,,['purchase_order:1525'],['goods receipt:1853'],['invoice receipt:1851'],['payment:884']
14217,event:28487,2024-09-23T13:21:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:1543'],['goods receipt:1877'],,
14218,event:28488,2024-09-23T13:57:00.000Z,complete,Procurement Department,Create Purchase Order,,,['quotation:901'],['purchase_order:1571'],,,
14219,event:28490,2024-09-23T18:30:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:1541'],['goods receipt:1876'],,
14220,event:28491,2024-09-23T19:49:00.000Z,complete,Procurement Requisition Manager,Approve Purchase Requisition,"['material:2270', 'material:2269']",['purchase_requisition:916:pr_trigger_916'],,,,,
14221,event:28492,2024-09-23T20:39:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:1543'],['goods receipt:1879'],,
14222,event:28493,2024-09-23T21:09:00.000Z,complete,Procurement Department,Create Purchase Order,,,['quotation:901'],['purchase_order:1572'],,,
14223,event:28494,2024-09-23T23:31:00.000Z,complete,Procurement Department,Create Purchase Order,,,['quotation:907'],['purchase_order:1563'],,,
14224,event:28495,2024-09-23T23:41:00.000Z,complete,Procurement Order Manager,Approve Purchase Order,,,['quotation:898'],['purchase_order:1556'],,,
14225,event:28496,2024-09-24T00:28:00.000Z,complete,Procurement Department,Create Purchase Order,,,['quotation:905'],['purchase_order:1568'],,,
14226,event:28497,2024-09-24T03:36:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:1542'],['goods receipt:1876'],,
14227,event:28504,2024-09-24T07:32:00.000Z,complete,Finance/Account Department,Execute Payment,,,,['purchase_order:1547'],['goods receipt:1871'],['invoice receipt:1862'],['payment:888']
14228,event:28505,2024-09-24T08:08:00.000Z,complete,Procurement Order Manager,Approve Purchase Order,,,['quotation:909'],['purchase_order:1557'],,,
14229,event:28507,2024-09-24T08:16:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:1532'],['goods receipt:1875'],,
14230,event:28510,2024-09-24T08:41:00.000Z,complete,Procurement Department,Create Request for Quotation,,['purchase_requisition:894:pr_trigger_894'],['quotation:914'],,,,
14231,event:28512,2024-09-24T10:34:00.000Z,complete,Finance/Account Department,Execute Payment,,,,['purchase_order:1544'],"['goods receipt:1865', 'goods receipt:1866']",['invoice receipt:1864'],['payment:890']
14232,event:28514,2024-09-24T12:20:00.000Z,complete,Procurement Order Manager,Approve Purchase Order,,,['quotation:900'],['purchase_order:1553'],,,
14233,event:28521,2024-09-24T12:59:00.000Z,complete,Procurement Department,Create Request for Quotation,,['purchase_requisition:918:pr_trigger_918'],['quotation:916'],,,,
14234,event:28524,2024-09-24T13:19:00.000Z,complete,Procurement Department,Create Purchase Order,,,['quotation:914'],['purchase_order:1575'],,,
14235,event:28526,2024-09-24T13:36:00.000Z,complete,Finance/Account Department,Execute Payment,,,,['purchase_order:1505'],['goods receipt:1851'],['invoice receipt:1865'],['payment:893']
14236,event:28527,2024-09-24T13:47:00.000Z,complete,Procurement Department,Create Purchase Order,,,['quotation:902'],['purchase_order:1564'],,,
14237,event:28529,2024-09-24T14:49:00.000Z,complete,Procurement Department,Create Purchase Order,,,['quotation:902'],['purchase_order:1566'],,,
14238,event:28530,2024-09-24T15:37:00.000Z,complete,Procurement Department,Create Purchase Order,,,['quotation:910'],['purchase_order:1574'],,,
14239,event:28531,2024-09-24T17:04:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:1531'],['goods receipt:1875'],,
14240,event:28532,2024-09-24T18:07:00.000Z,complete,Procurement Department,Create Purchase Order,,,['quotation:916'],['purchase_order:1576'],,,
14241,event:28533,2024-09-24T18:29:00.000Z,complete,Procurement Department,Create Purchase Order,,,['quotation:905'],['purchase_order:1570'],,,
14242,event:28534,2024-09-24T20:13:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:1553'],['goods receipt:1883'],,
14243,event:28535,2024-09-24T20:24:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:1557'],['goods receipt:1881'],,
14244,event:28536,2024-09-24T21:09:00.000Z,complete,Procurement Department,Create Request for Quotation,,['purchase_requisition:915:pr_trigger_915'],['quotation:913'],,,,
14245,event:28537,2024-09-24T23:30:00.000Z,complete,Manufacturing Department,Create Purchase Requisition,['material:2279'],['purchase_requisition:920:pr_trigger_920'],,,,,
14246,event:28538,2024-09-24T23:34:00.000Z,complete,Procurement Department,Create Purchase Order,,,['quotation:901'],['purchase_order:1573'],,,
14247,event:28539,2024-09-24T23:53:00.000Z,complete,Finance/Account Department,Create Invoice Receipt,,,,,['goods receipt:1875'],['invoice receipt:1871'],
14248,event:28540,2024-09-25T03:01:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:1542'],['goods receipt:1877'],,
