,eid,activity,timestamp,CreatedBy,ApprovedBy,PostedBy,ScreenedBy,Outcome,Result,Decision,JobRequisition,HiringManager,Recruiter,Candidate,Assessment,Interviewer
12885,E0012886,Complete Assessment,2052-01-19 22:42:17.823636+00:00,,,,,,,,,,,['C02118'],['A00181'],
12886,E0012887,Review Assessment,2052-01-20 00:42:17.823636+00:00,,,,,,Fail,,,['HM005'],,['C02118'],['A00181'],
12887,E0012888,Send Rejection Letter,2052-01-20 01:42:17.823636+00:00,,,,,,,,,,,['C02118'],,
12888,E0012889,Submit Application,2052-01-20 02:33:17.823636+00:00,,,,,,,,['JR045'],,,['C02119'],,
12889,E0012890,Screen Resume,2052-01-20 04:33:17.823636+00:00,,,,R006,,,,,,['R006'],['C02119'],,
12890,E0012891,Schedule Initial Interview,2052-01-21 17:33:17.823636+00:00,,,,,,,,,,['R006'],['C02119'],,
12891,E0012892,Conduct Initial Interview,2052-01-23 23:33:17.823636+00:00,,,,,Pass,,,,,['R006'],['C02119'],,
12892,E0012893,Send Assessment,2052-01-24 10:33:17.823636+00:00,,,,,,,,,,,['C02119'],['A00980'],
12893,E0012894,Complete Assessment,2052-01-26 20:33:17.823636+00:00,,,,,,,,,,,['C02119'],['A00980'],
12894,E0012895,Review Assessment,2052-01-27 08:33:17.823636+00:00,,,,,,Pass,,,['HM002'],,['C02119'],['A00980'],
12895,E0012896,Schedule Panel Interview,2052-01-29 02:33:17.823636+00:00,,,,,,,,,,,['C02119'],,"['I013', 'I044', 'I042']"
12896,E0012897,Conduct Panel Interview,2052-02-03 11:33:17.823636+00:00,,,,,,,,,,,['C02119'],,"['I013', 'I044', 'I042']"
12897,E0012898,Evaluate Interview,2052-02-04 02:33:17.823636+00:00,,,,,,,Proceed,,['HM002'],,['C02119'],,
12898,E0012899,Initiate Background Check,2052-02-05 02:33:17.823636+00:00,,,,,,,,,,,['C02119'],,
12899,E0012900,Complete Background Check,2052-02-13 02:33:17.823636+00:00,,,,,,Flagged,,,,,['C02119'],,
12900,E0012901,Send Rejection Letter,2052-02-13 18:33:17.823636+00:00,,,,,,,,,,,['C02119'],,
12901,E0012902,Submit Application,2052-02-13 18:55:17.823636+00:00,,,,,,,,['JR091'],,,['C02120'],,
12902,E0012903,Screen Resume,2052-02-13 20:55:17.823636+00:00,,,,R003,,,,,,['R003'],['C02120'],,
12903,E0012904,Schedule Initial Interview,2052-02-14 01:55:17.823636+00:00,,,,,,,,,,['R003'],['C02120'],,
12904,E0012905,Conduct Initial Interview,2052-02-14 05:55:17.823636+00:00,,,,,Pass,,,,,['R003'],['C02120'],,
12905,E0012906,Send Assessment,2052-02-14 22:55:17.823636+00:00,,,,,,,,,,,['C02120'],['A00852'],
12906,E0012907,Complete Assessment,2052-02-16 08:55:17.823636+00:00,,,,,,,,,,,['C02120'],['A00852'],
12907,E0012908,Review Assessment,2052-02-16 17:55:17.823636+00:00,,,,,,Fail,,,['HM005'],,['C02120'],['A00852'],
12908,E0012909,Send Rejection Letter,2052-02-17 00:55:17.823636+00:00,,,,,,,,,,,['C02120'],,
12909,E0012910,Submit Application,2052-02-17 01:43:17.823636+00:00,,,,,,,,['JR052'],,,['C02121'],,
12910,E0012911,Screen Resume,2052-02-17 02:56:17.823636+00:00,,,,R006,,,,,,['R006'],['C02121'],,
12911,E0012912,Send Rejection Letter,2052-02-17 08:56:17.823636+00:00,,,,,,,,,,,['C02121'],,
12912,E0012913,Submit Application,2052-02-17 09:42:17.823636+00:00,,,,,,,,['JR008'],,,['C02122'],,
12913,E0012914,Screen Resume,2052-02-17 11:42:17.823636+00:00,,,,R006,,,,,,['R006'],['C02122'],,
12914,E0012915,Schedule Initial Interview,2052-02-17 18:42:17.823636+00:00,,,,,,,,,,['R006'],['C02122'],,
12915,E0012916,Conduct Initial Interview,2052-02-18 04:42:17.823636+00:00,,,,,Fail,,,,,['R006'],['C02122'],,
12916,E0012917,Send Rejection Letter,2052-02-18 16:42:17.823636+00:00,,,,,,,,,,,['C02122'],,
12917,E0012918,Submit Application,2052-02-18 17:39:17.823636+00:00,,,,,,,,['JR084'],,,['C02123'],,
12918,E0012919,Screen Resume,2052-02-18 18:39:17.823636+00:00,,,,R002,,,,,,['R002'],['C02123'],,
12919,E0012920,Send Rejection Letter,2052-02-18 22:39:17.823636+00:00,,,,,,,,,,,['C02123'],,
12920,E0012921,Submit Application,2052-02-18 22:50:17.823636+00:00,,,,,,,,['JR055'],,,['C02124'],,
12921,E0012922,Screen Resume,2052-02-19 01:50:17.823636+00:00,,,,R001,,,,,,['R001'],['C02124'],,
12922,E0012923,Schedule Initial Interview,2052-02-20 12:50:17.823636+00:00,,,,,,,,,,['R001'],['C02124'],,
12923,E0012924,Conduct Initial Interview,2052-02-22 12:50:17.823636+00:00,,,,,Pass,,,,,['R001'],['C02124'],,
12924,E0012925,Send Assessment,2052-02-22 21:50:17.823636+00:00,,,,,,,,,,,['C02124'],['A00296'],
12925,E0012926,Complete Assessment,2052-02-25 20:50:17.823636+00:00,,,,,,,,,,,['C02124'],['A00296'],
12926,E0012927,Review Assessment,2052-02-26 17:50:17.823636+00:00,,,,,,Pass,,,['HM018'],,['C02124'],['A00296'],
12927,E0012928,Schedule Panel Interview,2052-02-27 07:50:17.823636+00:00,,,,,,,,,,,['C02124'],,"['I024', 'I012']"
12928,E0012929,Conduct Panel Interview,2052-03-03 19:50:17.823636+00:00,,,,,,,,,,,['C02124'],,"['I024', 'I012']"
12929,E0012930,Evaluate Interview,2052-03-04 14:50:17.823636+00:00,,,,,,,Proceed,,['HM018'],,['C02124'],,
12930,E0012931,Initiate Background Check,2052-03-04 21:50:17.823636+00:00,,,,,,,,,,,['C02124'],,
12931,E0012932,Complete Background Check,2052-03-14 21:50:17.823636+00:00,,,,,,Clear,,,,,['C02124'],,
12932,E0012933,Prepare Offer Letter,2052-03-15 03:50:17.823636+00:00,,,,,,,,,['HM018'],,['C02124'],,
12933,E0012934,Send Offer Letter,2052-03-15 04:50:17.823636+00:00,,,,,,,,,,,['C02124'],,
12934,E0012935,Candidate Accept Offer,2052-03-17 03:50:17.823636+00:00,,,,,,,,,,,['C02124'],,
12935,E0012936,Start Onboarding,2052-03-18 03:50:17.823636+00:00,,,,,,,,,,,['C02124'],,
12936,E0012937,Complete HR Paperwork,2052-03-18 04:50:17.823636+00:00,,,,,,,,,,,['C02124'],,
12937,E0012938,Attend Orientation Training,2052-03-18 08:50:17.823636+00:00,,,,,,,,,,,['C02124'],,
12938,E0012939,Complete Onboarding,2052-03-18 12:50:17.823636+00:00,,,,,,,,,,,['C02124'],,
12939,E0012940,Submit Application,2052-03-18 13:41:17.823636+00:00,,,,,,,,['JR073'],,,['C02125'],,
12940,E0012941,Screen Resume,2052-03-18 14:41:17.823636+00:00,,,,R006,,,,,,['R006'],['C02125'],,
12941,E0012942,Send Rejection Letter,2052-03-18 23:41:17.823636+00:00,,,,,,,,,,,['C02125'],,
12942,E0012943,Submit Application,2052-03-19 00:25:17.823636+00:00,,,,,,,,['JR024'],,,['C02126'],,
12943,E0012944,Screen Resume,2052-03-19 04:25:17.823636+00:00,,,,R007,,,,,,['R007'],['C02126'],,
12944,E0012945,Send Rejection Letter,2052-03-19 06:25:17.823636+00:00,,,,,,,,,,,['C02126'],,
12945,E0012946,Submit Application,2052-03-19 07:00:17.823636+00:00,,,,,,,,['JR055'],,,['C02127'],,
12946,E0012947,Screen Resume,2052-03-19 08:00:17.823636+00:00,,,,R001,,,,,,['R001'],['C02127'],,
12947,E0012948,Schedule Initial Interview,2052-03-19 10:00:17.823636+00:00,,,,,,,,,,['R001'],['C02127'],,
12948,E0012949,Conduct Initial Interview,2052-03-20 14:00:17.823636+00:00,,,,,Pass,,,,,['R001'],['C02127'],,
12949,E0012950,Send Assessment,2052-03-20 21:00:17.823636+00:00,,,,,,,,,,,['C02127'],['A00410'],
12950,E0012951,Complete Assessment,2052-03-23 07:00:17.823636+00:00,,,,,,,,,,,['C02127'],['A00410'],
12951,E0012952,Review Assessment,2052-03-23 08:00:17.823636+00:00,,,,,,Fail,,,['HM018'],,['C02127'],['A00410'],
12952,E0012953,Send Rejection Letter,2052-03-24 06:00:17.823636+00:00,,,,,,,,,,,['C02127'],,
12953,E0012954,Submit Application,2052-03-24 06:03:17.823636+00:00,,,,,,,,['JR002'],,,['C02128'],,
12954,E0012955,Screen Resume,2052-03-24 08:03:17.823636+00:00,,,,R010,,,,,,['R010'],['C02128'],,
12955,E0012956,Schedule Initial Interview,2052-03-25 11:03:17.823636+00:00,,,,,,,,,,['R010'],['C02128'],,
12956,E0012957,Conduct Initial Interview,2052-03-27 22:03:17.823636+00:00,,,,,Pass,,,,,['R010'],['C02128'],,
12957,E0012958,Send Assessment,2052-03-28 07:03:17.823636+00:00,,,,,,,,,,,['C02128'],['A00260'],
12958,E0012959,Complete Assessment,2052-03-30 08:03:17.823636+00:00,,,,,,,,,,,['C02128'],['A00260'],
12959,E0012960,Review Assessment,2052-03-30 09:03:17.823636+00:00,,,,,,Fail,,,['HM008'],,['C02128'],['A00260'],
12960,E0012961,Send Rejection Letter,2052-03-30 15:03:17.823636+00:00,,,,,,,,,,,['C02128'],,
12961,E0012962,Submit Application,2052-03-30 15:21:17.823636+00:00,,,,,,,,['JR073'],,,['C02129'],,
12962,E0012963,Screen Resume,2052-03-30 16:31:17.823636+00:00,,,,R006,,,,,,['R006'],['C02129'],,
12963,E0012964,Send Rejection Letter,2052-03-31 10:31:17.823636+00:00,,,,,,,,,,,['C02129'],,
12964,E0012965,Submit Application,2052-03-31 11:06:17.823636+00:00,,,,,,,,['JR001'],,,['C02130'],,
12965,E0012966,Screen Resume,2052-03-31 12:06:17.823636+00:00,,,,R010,,,,,,['R010'],['C02130'],,
12966,E0012967,Send Rejection Letter,2052-03-31 23:06:17.823636+00:00,,,,,,,,,,,['C02130'],,
12967,E0012968,Submit Application,2052-03-31 23:10:17.823636+00:00,,,,,,,,['JR034'],,,['C02131'],,
12968,E0012969,Screen Resume,2052-04-01 02:10:17.823636+00:00,,,,R008,,,,,,['R008'],['C02131'],,
12969,E0012970,Send Rejection Letter,2052-04-01 22:10:17.823636+00:00,,,,,,,,,,,['C02131'],,
12970,E0012971,Submit Application,2052-04-01 22:31:17.823636+00:00,,,,,,,,['JR071'],,,['C02132'],,
12971,E0012972,Screen Resume,2052-04-02 00:31:17.823636+00:00,,,,R001,,,,,,['R001'],['C02132'],,
12972,E0012973,Send Rejection Letter,2052-04-02 08:31:17.823636+00:00,,,,,,,,,,,['C02132'],,
12973,E0012974,Submit Application,2052-04-02 09:01:17.823636+00:00,,,,,,,,['JR017'],,,['C02133'],,
12974,E0012975,Screen Resume,2052-04-02 10:53:17.823636+00:00,,,,R010,,,,,,['R010'],['C02133'],,
12975,E0012976,Schedule Initial Interview,2052-04-03 21:53:17.823636+00:00,,,,,,,,,,['R010'],['C02133'],,
12976,E0012977,Conduct Initial Interview,2052-04-04 09:53:17.823636+00:00,,,,,Pass,,,,,['R010'],['C02133'],,
12977,E0012978,Send Assessment,2052-04-05 04:53:17.823636+00:00,,,,,,,,,,,['C02133'],['A00917'],
12978,E0012979,Complete Assessment,2052-04-05 20:53:17.823636+00:00,,,,,,,,,,,['C02133'],['A00917'],
12979,E0012980,Review Assessment,2052-04-05 22:53:17.823636+00:00,,,,,,Fail,,,['HM016'],,['C02133'],['A00917'],
12980,E0012981,Send Rejection Letter,2052-04-06 19:53:17.823636+00:00,,,,,,,,,,,['C02133'],,
12981,E0012982,Submit Application,2052-04-06 20:13:17.823636+00:00,,,,,,,,['JR007'],,,['C02134'],,
12982,E0012983,Screen Resume,2052-04-06 21:40:17.823636+00:00,,,,R008,,,,,,['R008'],['C02134'],,
12983,E0012984,Send Rejection Letter,2052-04-06 23:40:17.823636+00:00,,,,,,,,,,,['C02134'],,
12984,E0012985,Submit Application,2052-04-07 00:34:17.823636+00:00,,,,,,,,['JR017'],,,['C02135'],,
12985,E0012986,Screen Resume,2052-04-07 04:34:17.823636+00:00,,,,R010,,,,,,['R010'],['C02135'],,
12986,E0012987,Schedule Initial Interview,2052-04-08 22:34:17.823636+00:00,,,,,,,,,,['R010'],['C02135'],,
12987,E0012988,Conduct Initial Interview,2052-04-10 17:34:17.823636+00:00,,,,,Pass,,,,,['R010'],['C02135'],,
12988,E0012989,Send Assessment,2052-04-10 23:34:17.823636+00:00,,,,,,,,,,,['C02135'],['A00465'],
12989,E0012990,Complete Assessment,2052-04-13 22:34:17.823636+00:00,,,,,,,,,,,['C02135'],['A00465'],
12990,E0012991,Review Assessment,2052-04-14 01:34:17.823636+00:00,,,,,,Pass,,,['HM016'],,['C02135'],['A00465'],
12991,E0012992,Schedule Panel Interview,2052-04-16 01:34:17.823636+00:00,,,,,,,,,,,['C02135'],,"['I032', 'I017', 'I040', 'I048']"
12992,E0012993,Conduct Panel Interview,2052-04-17 06:34:17.823636+00:00,,,,,,,,,,,['C02135'],,"['I032', 'I017', 'I040', 'I048']"
12993,E0012994,Evaluate Interview,2052-04-17 21:34:17.823636+00:00,,,,,,,Proceed,,['HM016'],,['C02135'],,
12994,E0012995,Initiate Background Check,2052-04-18 14:34:17.823636+00:00,,,,,,,,,,,['C02135'],,
12995,E0012996,Complete Background Check,2052-05-02 14:34:17.823636+00:00,,,,,,Flagged,,,,,['C02135'],,
12996,E0012997,Send Rejection Letter,2052-05-03 00:34:17.823636+00:00,,,,,,,,,,,['C02135'],,
12997,E0012998,Submit Application,2052-05-03 01:01:17.823636+00:00,,,,,,,,['JR001'],,,['C02136'],,
12998,E0012999,Screen Resume,2052-05-03 02:02:17.823636+00:00,,,,R010,,,,,,['R010'],['C02136'],,
12999,E0013000,Send Rejection Letter,2052-05-03 03:02:17.823636+00:00,,,,,,,,,,,['C02136'],,
13000,E0013001,Submit Application,2052-05-03 03:05:17.823636+00:00,,,,,,,,['JR022'],,,['C02137'],,
13001,E0013002,Screen Resume,2052-05-03 04:05:17.823636+00:00,,,,R006,,,,,,['R006'],['C02137'],,
13002,E0013003,Schedule Initial Interview,2052-05-03 15:05:17.823636+00:00,,,,,,,,,,['R006'],['C02137'],,
13003,E0013004,Conduct Initial Interview,2052-05-03 21:05:17.823636+00:00,,,,,Pass,,,,,['R006'],['C02137'],,
13004,E0013005,Send Assessment,2052-05-04 00:05:17.823636+00:00,,,,,,,,,,,['C02137'],['A00191'],
13005,E0013006,Complete Assessment,2052-05-06 00:05:17.823636+00:00,,,,,,,,,,,['C02137'],['A00191'],
13006,E0013007,Review Assessment,2052-05-06 03:05:17.823636+00:00,,,,,,Pass,,,['HM011'],,['C02137'],['A00191'],
13007,E0013008,Schedule Panel Interview,2052-05-06 08:05:17.823636+00:00,,,,,,,,,,,['C02137'],,"['I003', 'I018', 'I017', 'I035']"
13008,E0013009,Conduct Panel Interview,2052-05-09 17:05:17.823636+00:00,,,,,,,,,,,['C02137'],,"['I003', 'I018', 'I017', 'I035']"
13009,E0013010,Evaluate Interview,2052-05-09 23:05:17.823636+00:00,,,,,,,Proceed,,['HM011'],,['C02137'],,
13010,E0013011,Initiate Background Check,2052-05-10 11:05:17.823636+00:00,,,,,,,,,,,['C02137'],,
13011,E0013012,Complete Background Check,2052-05-14 11:05:17.823636+00:00,,,,,,Clear,,,,,['C02137'],,
13012,E0013013,Prepare Offer Letter,2052-05-14 18:05:17.823636+00:00,,,,,,,,,['HM011'],,['C02137'],,
13013,E0013014,Send Offer Letter,2052-05-15 00:05:17.823636+00:00,,,,,,,,,,,['C02137'],,
13014,E0013015,Candidate Reject Offer,2052-05-15 02:05:17.823636+00:00,,,,,,,,,,,['C02137'],,
13015,E0013016,Submit Application,2052-05-15 02:28:17.823636+00:00,,,,,,,,['JR032'],,,['C02138'],,
13016,E0013017,Screen Resume,2052-05-15 04:28:17.823636+00:00,,,,R006,,,,,,['R006'],['C02138'],,
13017,E0013018,Send Rejection Letter,2052-05-16 01:28:17.823636+00:00,,,,,,,,,,,['C02138'],,
13018,E0013019,Submit Application,2052-05-16 01:51:17.823636+00:00,,,,,,,,['JR043'],,,['C02139'],,
13019,E0013020,Screen Resume,2052-05-16 02:13:17.823636+00:00,,,,R008,,,,,,['R008'],['C02139'],,
13020,E0013021,Schedule Initial Interview,2052-05-18 01:13:17.823636+00:00,,,,,,,,,,['R008'],['C02139'],,
13021,E0013022,Conduct Initial Interview,2052-05-19 06:13:17.823636+00:00,,,,,Fail,,,,,['R008'],['C02139'],,
13022,E0013023,Send Rejection Letter,2052-05-19 16:13:17.823636+00:00,,,,,,,,,,,['C02139'],,
13023,E0013024,Submit Application,2052-05-19 17:04:17.823636+00:00,,,,,,,,['JR043'],,,['C02140'],,
13024,E0013025,Screen Resume,2052-05-19 17:23:17.823636+00:00,,,,R008,,,,,,['R008'],['C02140'],,
13025,E0013026,Schedule Initial Interview,2052-05-20 19:23:17.823636+00:00,,,,,,,,,,['R008'],['C02140'],,
13026,E0013027,Conduct Initial Interview,2052-05-23 12:23:17.823636+00:00,,,,,Fail,,,,,['R008'],['C02140'],,
13027,E0013028,Send Rejection Letter,2052-05-24 11:23:17.823636+00:00,,,,,,,,,,,['C02140'],,
13028,E0013029,Submit Application,2052-05-24 12:03:17.823636+00:00,,,,,,,,['JR027'],,,['C02141'],,
13029,E0013030,Screen Resume,2052-05-24 14:03:17.823636+00:00,,,,R008,,,,,,['R008'],['C02141'],,
13030,E0013031,Schedule Initial Interview,2052-05-25 01:03:17.823636+00:00,,,,,,,,,,['R008'],['C02141'],,
13031,E0013032,Conduct Initial Interview,2052-05-26 15:03:17.823636+00:00,,,,,Pass,,,,,['R008'],['C02141'],,
13032,E0013033,Send Assessment,2052-05-26 21:03:17.823636+00:00,,,,,,,,,,,['C02141'],['A00404'],
13033,E0013034,Complete Assessment,2052-05-29 04:03:17.823636+00:00,,,,,,,,,,,['C02141'],['A00404'],
13034,E0013035,Review Assessment,2052-05-30 01:03:17.823636+00:00,,,,,,Pass,,,['HM014'],,['C02141'],['A00404'],
13035,E0013036,Schedule Panel Interview,2052-05-31 07:03:17.823636+00:00,,,,,,,,,,,['C02141'],,"['I037', 'I048', 'I035']"
13036,E0013037,Conduct Panel Interview,2052-06-02 14:03:17.823636+00:00,,,,,,,,,,,['C02141'],,"['I037', 'I048', 'I035']"
13037,E0013038,Evaluate Interview,2052-06-02 19:03:17.823636+00:00,,,,,,,Reject,,['HM014'],,['C02141'],,
13038,E0013039,Send Rejection Letter,2052-06-03 04:03:17.823636+00:00,,,,,,,,,,,['C02141'],,
13039,E0013040,Submit Application,2052-06-03 04:14:17.823636+00:00,,,,,,,,['JR012'],,,['C02142'],,
13040,E0013041,Screen Resume,2052-06-03 04:36:17.823636+00:00,,,,R007,,,,,,['R007'],['C02142'],,
13041,E0013042,Schedule Initial Interview,2052-06-04 02:36:17.823636+00:00,,,,,,,,,,['R007'],['C02142'],,
13042,E0013043,Conduct Initial Interview,2052-06-06 05:36:17.823636+00:00,,,,,Fail,,,,,['R007'],['C02142'],,
13043,E0013044,Send Rejection Letter,2052-06-07 01:36:17.823636+00:00,,,,,,,,,,,['C02142'],,
13044,E0013045,Submit Application,2052-06-07 02:16:17.823636+00:00,,,,,,,,['JR077'],,,['C02143'],,
13045,E0013046,Screen Resume,2052-06-07 03:16:17.823636+00:00,,,,R004,,,,,,['R004'],['C02143'],,
13046,E0013047,Schedule Initial Interview,2052-06-07 19:16:17.823636+00:00,,,,,,,,,,['R004'],['C02143'],,
13047,E0013048,Conduct Initial Interview,2052-06-10 11:16:17.823636+00:00,,,,,Fail,,,,,['R004'],['C02143'],,
13048,E0013049,Send Rejection Letter,2052-06-10 18:16:17.823636+00:00,,,,,,,,,,,['C02143'],,
13049,E0013050,Submit Application,2052-06-10 18:47:17.823636+00:00,,,,,,,,['JR010'],,,['C02144'],,
13050,E0013051,Screen Resume,2052-06-10 21:47:17.823636+00:00,,,,R009,,,,,,['R009'],['C02144'],,
13051,E0013052,Schedule Initial Interview,2052-06-11 02:47:17.823636+00:00,,,,,,,,,,['R009'],['C02144'],,
13052,E0013053,Conduct Initial Interview,2052-06-11 04:47:17.823636+00:00,,,,,Fail,,,,,['R009'],['C02144'],,
13053,E0013054,Send Rejection Letter,2052-06-11 10:47:17.823636+00:00,,,,,,,,,,,['C02144'],,
13054,E0013055,Submit Application,2052-06-11 11:37:17.823636+00:00,,,,,,,,['JR077'],,,['C02145'],,
13055,E0013056,Screen Resume,2052-06-11 13:14:17.823636+00:00,,,,R004,,,,,,['R004'],['C02145'],,
13056,E0013057,Schedule Initial Interview,2052-06-12 03:14:17.823636+00:00,,,,,,,,,,['R004'],['C02145'],,
13057,E0013058,Conduct Initial Interview,2052-06-14 13:14:17.823636+00:00,,,,,Fail,,,,,['R004'],['C02145'],,
13058,E0013059,Send Rejection Letter,2052-06-15 09:14:17.823636+00:00,,,,,,,,,,,['C02145'],,
13059,E0013060,Submit Application,2052-06-15 09:52:17.823636+00:00,,,,,,,,['JR013'],,,['C02146'],,
13060,E0013061,Screen Resume,2052-06-15 13:52:17.823636+00:00,,,,R008,,,,,,['R008'],['C02146'],,
13061,E0013062,Schedule Initial Interview,2052-06-17 10:52:17.823636+00:00,,,,,,,,,,['R008'],['C02146'],,
13062,E0013063,Conduct Initial Interview,2052-06-18 16:52:17.823636+00:00,,,,,Pass,,,,,['R008'],['C02146'],,
13063,E0013064,Send Assessment,2052-06-19 04:52:17.823636+00:00,,,,,,,,,,,['C02146'],['A00494'],
13064,E0013065,Complete Assessment,2052-06-20 10:52:17.823636+00:00,,,,,,,,,,,['C02146'],['A00494'],
13065,E0013066,Review Assessment,2052-06-20 12:52:17.823636+00:00,,,,,,Fail,,,['HM009'],,['C02146'],['A00494'],
13066,E0013067,Send Rejection Letter,2052-06-20 21:52:17.823636+00:00,,,,,,,,,,,['C02146'],,
13067,E0013068,Submit Application,2052-06-20 22:13:17.823636+00:00,,,,,,,,['JR061'],,,['C02147'],,
13068,E0013069,Screen Resume,2052-06-21 02:13:17.823636+00:00,,,,R002,,,,,,['R002'],['C02147'],,
13069,E0013070,Schedule Initial Interview,2052-06-21 09:13:17.823636+00:00,,,,,,,,,,['R002'],['C02147'],,
13070,E0013071,Conduct Initial Interview,2052-06-22 04:13:17.823636+00:00,,,,,Pass,,,,,['R002'],['C02147'],,
13071,E0013072,Send Assessment,2052-06-23 00:13:17.823636+00:00,,,,,,,,,,,['C02147'],['A00912'],
13072,E0013073,Complete Assessment,2052-06-25 07:13:17.823636+00:00,,,,,,,,,,,['C02147'],['A00912'],
13073,E0013074,Review Assessment,2052-06-25 18:13:17.823636+00:00,,,,,,Pass,,,['HM001'],,['C02147'],['A00912'],
13074,E0013075,Schedule Panel Interview,2052-06-26 15:13:17.823636+00:00,,,,,,,,,,,['C02147'],,"['I037', 'I038']"
13075,E0013076,Conduct Panel Interview,2052-07-03 07:13:17.823636+00:00,,,,,,,,,,,['C02147'],,"['I037', 'I038']"
13076,E0013077,Evaluate Interview,2052-07-03 16:13:17.823636+00:00,,,,,,,Reject,,['HM001'],,['C02147'],,
13077,E0013078,Send Rejection Letter,2052-07-03 21:13:17.823636+00:00,,,,,,,,,,,['C02147'],,
13078,E0013079,Submit Application,2052-07-03 21:17:17.823636+00:00,,,,,,,,['JR035'],,,['C02148'],,
13079,E0013080,Screen Resume,2052-07-03 22:17:17.823636+00:00,,,,R002,,,,,,['R002'],['C02148'],,
13080,E0013081,Schedule Initial Interview,2052-07-05 19:17:17.823636+00:00,,,,,,,,,,['R002'],['C02148'],,
13081,E0013082,Conduct Initial Interview,2052-07-07 01:17:17.823636+00:00,,,,,Fail,,,,,['R002'],['C02148'],,
13082,E0013083,Send Rejection Letter,2052-07-07 13:17:17.823636+00:00,,,,,,,,,,,['C02148'],,
13083,E0013084,Submit Application,2052-07-07 13:38:17.823636+00:00,,,,,,,,['JR002'],,,['C02149'],,
13084,E0013085,Screen Resume,2052-07-07 15:38:17.823636+00:00,,,,R010,,,,,,['R010'],['C02149'],,
13085,E0013086,Send Rejection Letter,2052-07-07 20:38:17.823636+00:00,,,,,,,,,,,['C02149'],,
13086,E0013087,Submit Application,2052-07-07 21:16:17.823636+00:00,,,,,,,,['JR013'],,,['C02150'],,
13087,E0013088,Screen Resume,2052-07-08 00:16:17.823636+00:00,,,,R008,,,,,,['R008'],['C02150'],,
13088,E0013089,Schedule Initial Interview,2052-07-08 04:16:17.823636+00:00,,,,,,,,,,['R008'],['C02150'],,
13089,E0013090,Conduct Initial Interview,2052-07-10 23:16:17.823636+00:00,,,,,Fail,,,,,['R008'],['C02150'],,
13090,E0013091,Send Rejection Letter,2052-07-11 15:16:17.823636+00:00,,,,,,,,,,,['C02150'],,
13091,E0013092,Submit Application,2052-07-11 15:46:17.823636+00:00,,,,,,,,['JR076'],,,['C02151'],,
13092,E0013093,Screen Resume,2052-07-11 18:46:17.823636+00:00,,,,R003,,,,,,['R003'],['C02151'],,
13093,E0013094,Schedule Initial Interview,2052-07-12 03:46:17.823636+00:00,,,,,,,,,,['R003'],['C02151'],,
13094,E0013095,Conduct Initial Interview,2052-07-14 03:46:17.823636+00:00,,,,,Fail,,,,,['R003'],['C02151'],,
13095,E0013096,Send Rejection Letter,2052-07-14 08:46:17.823636+00:00,,,,,,,,,,,['C02151'],,
13096,E0013097,Submit Application,2052-07-14 08:52:17.823636+00:00,,,,,,,,['JR020'],,,['C02152'],,
13097,E0013098,Screen Resume,2052-07-14 10:52:17.823636+00:00,,,,R007,,,,,,['R007'],['C02152'],,
13098,E0013099,Send Rejection Letter,2052-07-14 19:52:17.823636+00:00,,,,,,,,,,,['C02152'],,
13099,E0013100,Submit Application,2052-07-14 20:44:17.823636+00:00,,,,,,,,['JR081'],,,['C02153'],,
13100,E0013101,Screen Resume,2052-07-14 21:44:17.823636+00:00,,,,R003,,,,,,['R003'],['C02153'],,
13101,E0013102,Schedule Initial Interview,2052-07-16 21:44:17.823636+00:00,,,,,,,,,,['R003'],['C02153'],,
13102,E0013103,Conduct Initial Interview,2052-07-16 22:44:17.823636+00:00,,,,,Fail,,,,,['R003'],['C02153'],,
13103,E0013104,Send Rejection Letter,2052-07-17 16:44:17.823636+00:00,,,,,,,,,,,['C02153'],,
13104,E0013105,Submit Application,2052-07-17 17:16:17.823636+00:00,,,,,,,,['JR062'],,,['C02154'],,
13105,E0013106,Screen Resume,2052-07-17 21:16:17.823636+00:00,,,,R007,,,,,,['R007'],['C02154'],,
13106,E0013107,Send Rejection Letter,2052-07-18 16:16:17.823636+00:00,,,,,,,,,,,['C02154'],,
13107,E0013108,Submit Application,2052-07-18 16:30:17.823636+00:00,,,,,,,,['JR026'],,,['C02155'],,
13108,E0013109,Screen Resume,2052-07-18 18:21:17.823636+00:00,,,,R003,,,,,,['R003'],['C02155'],,
13109,E0013110,Schedule Initial Interview,2052-07-20 08:21:17.823636+00:00,,,,,,,,,,['R003'],['C02155'],,
13110,E0013111,Conduct Initial Interview,2052-07-23 08:21:17.823636+00:00,,,,,Fail,,,,,['R003'],['C02155'],,
13111,E0013112,Send Rejection Letter,2052-07-23 20:21:17.823636+00:00,,,,,,,,,,,['C02155'],,
13112,E0013113,Submit Application,2052-07-23 20:44:17.823636+00:00,,,,,,,,['JR013'],,,['C02156'],,
13113,E0013114,Screen Resume,2052-07-23 21:06:17.823636+00:00,,,,R008,,,,,,['R008'],['C02156'],,
13114,E0013115,Schedule Initial Interview,2052-07-25 03:06:17.823636+00:00,,,,,,,,,,['R008'],['C02156'],,
13115,E0013116,Conduct Initial Interview,2052-07-28 01:06:17.823636+00:00,,,,,Fail,,,,,['R008'],['C02156'],,
13116,E0013117,Send Rejection Letter,2052-07-28 15:06:17.823636+00:00,,,,,,,,,,,['C02156'],,
