,eid,timestamp,activity,Customer_Order,Transport_Document,Vehicle,Container
29724,pick_cr1691,2024-06-03T15:32:53.000Z,Pick Up Empty Container,,,,['cr1691']
29725,collect_hu8881,2024-06-03T15:32:53.000Z,Collect Goods,,,,
29726,collect_hu8882,2024-06-03T15:43:35.000Z,Collect Goods,,,,
29727,book_vehs_td495,2024-06-03T15:51:38.000Z,Book Vehicles,,['td495'],['vh109'],
29728,collect_hu8886,2024-06-03T17:01:51.000Z,Collect Goods,,,,
29729,pick_cr1630,2024-06-03T18:34:07.000Z,Pick Up Empty Container,,,,['cr1630']
29730,pick_cr1684,2024-06-03T19:22:45.000Z,Pick Up Empty Container,,,,['cr1684']
29731,collect_hu8890,2024-06-04T05:09:52.000Z,Collect Goods,,,,
29732,collect_hu8892,2024-06-04T05:14:07.000Z,Collect Goods,,,,
29733,collect_hu8889,2024-06-04T05:16:41.000Z,Collect Goods,,,,
29734,collect_hu8888,2024-06-04T05:22:20.000Z,Collect Goods,,,,
29735,collect_hu8883,2024-06-04T05:35:24.000Z,Collect Goods,,,,
29736,collect_hu8887,2024-06-04T05:41:19.000Z,Collect Goods,,,,
29737,collect_hu8893,2024-06-04T05:45:47.000Z,Collect Goods,,,,
29738,collect_hu8897,2024-06-04T05:54:59.000Z,Collect Goods,,,,
29739,collect_hu8884,2024-06-04T05:58:16.000Z,Collect Goods,,,,
29740,load_truck_hu8897,2024-06-04T06:03:17.000Z,Load Truck,,,,['cr1684']
29741,load_truck_hu8893,2024-06-04T06:07:30.000Z,Load Truck,,,,['cr1684']
29742,load_truck_hu8889,2024-06-04T06:14:05.000Z,Load Truck,,,,['cr1630']
29743,load_truck_hu8892,2024-06-04T06:20:06.000Z,Load Truck,,,,['cr1630']
29744,load_truck_hu8888,2024-06-04T06:24:22.000Z,Load Truck,,,,['cr1630']
29745,load_truck_hu8890,2024-06-04T06:25:43.000Z,Load Truck,,,,['cr1630']
29746,load_truck_hu8887,2024-06-04T06:31:57.000Z,Load Truck,,,,['cr1630']
29747,order_crs_td495,2024-06-04T06:38:36.000Z,Order Empty Containers,,['td495'],,"['cr1693', 'cr1694', 'cr1695', 'cr1696']"
29748,pick_cr1693,2024-06-04T06:38:36.000Z,Pick Up Empty Container,,,,['cr1693']
29749,collect_hu8895,2024-06-04T07:11:45.000Z,Collect Goods,,,,
29750,load_truck_hu8895,2024-06-04T07:13:03.000Z,Load Truck,,,,['cr1684']
29751,collect_hu8902,2024-06-04T07:13:03.000Z,Collect Goods,,,,
29752,collect_hu8898,2024-06-04T07:13:38.000Z,Collect Goods,,,,
29753,collect_hu8894,2024-06-04T07:15:51.000Z,Collect Goods,,,,
29754,load_truck_hu8894,2024-06-04T07:17:52.000Z,Load Truck,,,,['cr1684']
29755,collect_hu8899,2024-06-04T07:17:52.000Z,Collect Goods,,,,
29756,collect_hu8903,2024-06-04T07:19:11.000Z,Collect Goods,,,,
29757,collect_hu8896,2024-06-04T07:25:24.000Z,Collect Goods,,,,
29758,load_truck_hu8896,2024-06-04T07:27:26.000Z,Load Truck,,,,['cr1684']
29759,collect_hu8901,2024-06-04T07:27:26.000Z,Collect Goods,,,,
29760,collect_hu8885,2024-06-04T07:27:57.000Z,Collect Goods,,,,
29761,collect_hu8891,2024-06-04T07:28:32.000Z,Collect Goods,,,,
29762,load_truck_hu8891,2024-06-04T07:32:49.000Z,Load Truck,,,,['cr1630']
29763,collect_hu8900,2024-06-04T07:32:49.000Z,Collect Goods,,,,
29764,load_truck_hu8881,2024-06-04T07:35:12.000Z,Load Truck,,,,['cr1691']
29765,load_truck_hu8884,2024-06-04T07:37:32.000Z,Load Truck,,,,['cr1691']
29766,drive_term_cr1684,2024-06-04T07:38:30.000Z,Drive to Terminal,,,,['cr1684']
29767,load_truck_hu8883,2024-06-04T07:39:36.000Z,Load Truck,,,,['cr1691']
29768,load_truck_hu8882,2024-06-04T07:41:07.000Z,Load Truck,,,,['cr1691']
29769,weigh_cr1684,2024-06-04T07:41:17.000Z,Weigh,,,,['cr1684']
29770,load_truck_hu8885,2024-06-04T07:41:47.000Z,Load Truck,,,,['cr1691']
29771,load_truck_hu8886,2024-06-04T07:42:42.000Z,Load Truck,,,,['cr1691']
29772,stock_cr1684,2024-06-04T07:45:26.000Z,Place in Stock,,,,['cr1684']
29773,load_truck_hu8902,2024-06-04T07:47:55.000Z,Load Truck,,,,['cr1693']
29774,load_truck_hu8899,2024-06-04T07:50:14.000Z,Load Truck,,,,['cr1693']
29775,load_truck_hu8903,2024-06-04T07:54:01.000Z,Load Truck,,,,['cr1693']
29776,load_truck_hu8900,2024-06-04T07:56:55.000Z,Load Truck,,,,['cr1693']
29777,load_truck_hu8898,2024-06-04T07:57:31.000Z,Load Truck,,,,['cr1693']
29778,load_truck_hu8901,2024-06-04T07:59:08.000Z,Load Truck,,,,['cr1693']
29779,reg_co499,2024-06-04T08:19:58.000Z,Register Customer Order,['co499'],,,
29780,drive_term_cr1630,2024-06-04T08:53:53.000Z,Drive to Terminal,,,,['cr1630']
29781,weigh_cr1630,2024-06-04T08:54:26.000Z,Weigh,,,,['cr1630']
29782,stock_cr1630,2024-06-04T08:58:39.000Z,Place in Stock,,,,['cr1630']
29783,depart_vh107,2024-06-04T09:00:00.000Z,Depart,,"['td464', 'td475', 'td481', 'td485', 'td489', 'td491']",['vh107'],"['cr1595', 'cr1597', 'cr1599', 'cr1635', 'cr1636', 'cr1637', 'cr1650', 'cr1651', 'cr1660', 'cr1661', 'cr1662', 'cr1677', 'cr1683']"
29784,drive_term_cr1691,2024-06-04T09:08:30.000Z,Drive to Terminal,,,,['cr1691']
29785,weigh_cr1691,2024-06-04T09:09:34.000Z,Weigh,,,,['cr1691']
29786,drive_term_cr1693,2024-06-04T09:10:11.000Z,Drive to Terminal,,,,['cr1693']
29787,weigh_cr1693,2024-06-04T09:11:35.000Z,Weigh,,,,['cr1693']
29788,stock_cr1693,2024-06-04T09:12:57.000Z,Place in Stock,,,,['cr1693']
29789,stock_cr1691,2024-06-04T09:14:32.000Z,Place in Stock,,,,['cr1691']
29790,pick_cr1696,2024-06-04T13:36:51.000Z,Pick Up Empty Container,,,,['cr1696']
29791,collect_hu8904,2024-06-04T13:36:51.000Z,Collect Goods,,,,
29792,load_truck_hu8904,2024-06-04T13:56:37.000Z,Load Truck,,,,['cr1696']
29793,reg_co500,2024-06-04T14:04:38.000Z,Register Customer Order,['co500'],,,
29794,drive_term_cr1696,2024-06-04T15:08:05.000Z,Drive to Terminal,,,,['cr1696']
29795,weigh_cr1696,2024-06-04T15:25:49.000Z,Weigh,,,,['cr1696']
29796,stock_cr1696,2024-06-04T15:40:40.000Z,Place in Stock,,,,['cr1696']
29797,pick_cr1695,2024-06-04T16:46:01.000Z,Pick Up Empty Container,,,,['cr1695']
29798,collect_hu8910,2024-06-04T16:46:01.000Z,Collect Goods,,,,
29799,collect_hu8908,2024-06-04T16:58:08.000Z,Collect Goods,,,,
29800,pick_cr1688,2024-06-04T22:02:03.000Z,Pick Up Empty Container,,,,['cr1688']
29801,pick_cr1673,2024-06-04T22:42:12.000Z,Pick Up Empty Container,,,,['cr1673']
29802,pick_cr1663,2024-06-05T00:00:51.000Z,Pick Up Empty Container,,,,['cr1663']
29803,pick_cr1694,2024-06-05T00:11:15.000Z,Pick Up Empty Container,,,,['cr1694']
29804,pick_cr1685,2024-06-05T02:40:58.000Z,Pick Up Empty Container,,,,['cr1685']
29805,collect_hu8918,2024-06-05T06:00:06.000Z,Collect Goods,,,,
29806,collect_hu8906,2024-06-05T06:06:59.000Z,Collect Goods,,,,
29807,collect_hu8928,2024-06-05T06:09:42.000Z,Collect Goods,,,,
29808,load_truck_hu8928,2024-06-05T06:11:05.000Z,Load Truck,,,,['cr1663']
29809,collect_hu8938,2024-06-05T06:11:05.000Z,Collect Goods,,,,
29810,collect_hu8931,2024-06-05T06:15:00.000Z,Collect Goods,,,,
29811,load_truck_hu8931,2024-06-05T06:17:02.000Z,Load Truck,,,,['cr1694']
29812,collect_hu8912,2024-06-05T06:17:02.000Z,Collect Goods,,,,
29813,load_truck_hu8938,2024-06-05T06:20:16.000Z,Load Truck,,,,['cr1685']
29814,load_truck_hu8912,2024-06-05T06:22:10.000Z,Load Truck,,,,['cr1688']
29815,collect_hu8909,2024-06-05T06:22:10.000Z,Collect Goods,,,,
29816,load_truck_hu8910,2024-06-05T06:23:10.000Z,Load Truck,,,,['cr1695']
29817,collect_hu8919,2024-06-05T06:27:24.000Z,Collect Goods,,,,
29818,collect_hu8937,2024-06-05T06:30:34.000Z,Collect Goods,,,,
29819,load_truck_hu8908,2024-06-05T06:31:28.000Z,Load Truck,,,,['cr1695']
29820,load_truck_hu8937,2024-06-05T06:35:59.000Z,Load Truck,,,,['cr1685']
29821,collect_hu8907,2024-06-05T06:35:59.000Z,Collect Goods,,,,
29822,collect_hu8936,2024-06-05T06:37:14.000Z,Collect Goods,,,,
29823,load_truck_hu8907,2024-06-05T06:41:11.000Z,Load Truck,,,,['cr1695']
29824,load_truck_hu8936,2024-06-05T06:46:30.000Z,Load Truck,,,,['cr1685']
29825,collect_hu8926,2024-06-05T06:46:30.000Z,Collect Goods,,,,
29826,load_truck_hu8906,2024-06-05T06:46:36.000Z,Load Truck,,,,['cr1695']
29827,load_truck_hu8926,2024-06-05T06:55:41.000Z,Load Truck,,,,['cr1663']
29828,collect_hu8927,2024-06-05T06:55:41.000Z,Collect Goods,,,,
29829,load_truck_hu8909,2024-06-05T06:55:48.000Z,Load Truck,,,,['cr1695']
29830,load_truck_hu8927,2024-06-05T06:59:12.000Z,Load Truck,,,,['cr1663']
29831,collect_hu8914,2024-06-05T06:59:12.000Z,Collect Goods,,,,
29832,create_td496,2024-06-05T07:23:28.000Z,Create Transport Document,['co500'],['td496'],,
29833,create_td497,2024-06-05T07:38:00.000Z,Create Transport Document,['co498'],['td497'],,
29834,book_vehs_td496,2024-06-05T07:48:14.000Z,Book Vehicles,,['td496'],['vh111'],
29835,load_truck_hu8918,2024-06-05T07:56:58.000Z,Load Truck,,,,['cr1673']
29836,load_truck_hu8914,2024-06-05T08:01:40.000Z,Load Truck,,,,['cr1688']
29837,collect_hu8940,2024-06-05T08:01:40.000Z,Collect Goods,,,,
29838,reg_co501,2024-06-05T08:03:58.000Z,Register Customer Order,['co501'],,,
29839,load_truck_hu8940,2024-06-05T08:07:03.000Z,Load Truck,,,,['cr1685']
29840,collect_hu8925,2024-06-05T08:07:03.000Z,Collect Goods,,,,
29841,load_truck_hu8925,2024-06-05T08:09:45.000Z,Load Truck,,,,['cr1663']
29842,collect_hu8929,2024-06-05T08:09:45.000Z,Collect Goods,,,,
29843,load_truck_hu8929,2024-06-05T08:13:11.000Z,Load Truck,,,,['cr1694']
29844,collect_hu8935,2024-06-05T08:13:11.000Z,Collect Goods,,,,
29845,load_truck_hu8935,2024-06-05T08:13:52.000Z,Load Truck,,,,['cr1685']
29846,collect_hu8930,2024-06-05T08:13:52.000Z,Collect Goods,,,,
29847,collect_hu8924,2024-06-05T08:14:52.000Z,Collect Goods,,,,
29848,load_truck_hu8930,2024-06-05T08:15:58.000Z,Load Truck,,,,['cr1694']
29849,load_truck_hu8924,2024-06-05T08:16:33.000Z,Load Truck,,,,['cr1663']
29850,collect_hu8934,2024-06-05T08:16:33.000Z,Collect Goods,,,,
29851,load_truck_hu8934,2024-06-05T08:21:05.000Z,Load Truck,,,,['cr1694']
29852,collect_hu8923,2024-06-05T08:21:05.000Z,Collect Goods,,,,
29853,load_truck_hu8923,2024-06-05T08:25:25.000Z,Load Truck,,,,['cr1663']
29854,collect_hu8915,2024-06-05T08:25:25.000Z,Collect Goods,,,,
29855,load_truck_hu8915,2024-06-05T08:31:58.000Z,Load Truck,,,,['cr1688']
29856,collect_hu8916,2024-06-05T08:31:58.000Z,Collect Goods,,,,
29857,load_truck_hu8916,2024-06-05T08:35:01.000Z,Load Truck,,,,['cr1688']
29858,collect_hu8911,2024-06-05T08:35:01.000Z,Collect Goods,,,,
29859,drive_term_cr1663,2024-06-05T08:36:40.000Z,Drive to Terminal,,,,['cr1663']
29860,load_truck_hu8911,2024-06-05T08:37:07.000Z,Load Truck,,,,['cr1688']
29861,collect_hu8932,2024-06-05T08:37:07.000Z,Collect Goods,,,,
29862,load_truck_hu8932,2024-06-05T08:38:46.000Z,Load Truck,,,,['cr1694']
29863,collect_hu8913,2024-06-05T08:38:46.000Z,Collect Goods,,,,
29864,weigh_cr1663,2024-06-05T08:41:34.000Z,Weigh,,,,['cr1663']
29865,stock_cr1663,2024-06-05T08:42:49.000Z,Place in Stock,,,,['cr1663']
29866,load_truck_hu8913,2024-06-05T08:43:58.000Z,Load Truck,,,,['cr1688']
29867,collect_hu8920,2024-06-05T08:43:58.000Z,Collect Goods,,,,
29868,collect_hu8921,2024-06-05T08:51:31.000Z,Collect Goods,,,,
29869,collect_hu8905,2024-06-05T08:53:42.000Z,Collect Goods,,,,
29870,load_truck_hu8905,2024-06-05T08:55:48.000Z,Load Truck,,,,['cr1695']
29871,collect_hu8922,2024-06-05T08:55:48.000Z,Collect Goods,,,,
29872,load_truck_hu8920,2024-06-05T08:56:59.000Z,Load Truck,,,,['cr1673']
29873,collect_hu8939,2024-06-05T08:57:31.000Z,Collect Goods,,,,
29874,book_vehs_td497,2024-06-05T08:59:29.000Z,Book Vehicles,,['td497'],['vh111'],
29875,load_truck_hu8939,2024-06-05T08:59:37.000Z,Load Truck,,,,['cr1685']
29876,collect_hu8933,2024-06-05T08:59:37.000Z,Collect Goods,,,,
29877,order_crs_td496,2024-06-05T09:45:03.000Z,Order Empty Containers,,['td496'],,['cr1697']
29878,load_truck_hu8922,2024-06-05T09:57:19.000Z,Load Truck,,,,['cr1673']
29879,create_td498,2024-06-05T09:58:10.000Z,Create Transport Document,['co494'],['td498'],,
29880,load_truck_hu8919,2024-06-05T09:58:48.000Z,Load Truck,,,,['cr1673']
29881,load_truck_hu8921,2024-06-05T09:59:53.000Z,Load Truck,,,,['cr1673']
29882,load_truck_hu8933,2024-06-05T10:03:29.000Z,Load Truck,,,,['cr1694']
29883,collect_hu8917,2024-06-05T10:03:29.000Z,Collect Goods,,,,
29884,drive_term_cr1695,2024-06-05T10:03:54.000Z,Drive to Terminal,,,,['cr1695']
29885,drive_term_cr1688,2024-06-05T10:09:06.000Z,Drive to Terminal,,,,['cr1688']
29886,weigh_cr1695,2024-06-05T11:05:31.000Z,Weigh,,,,['cr1695']
29887,stock_cr1695,2024-06-05T11:07:41.000Z,Place in Stock,,,,['cr1695']
29888,weigh_cr1688,2024-06-05T11:13:21.000Z,Weigh,,,,['cr1688']
29889,drive_term_cr1685,2024-06-05T11:13:32.000Z,Drive to Terminal,,,,['cr1685']
29890,weigh_cr1685,2024-06-05T11:14:45.000Z,Weigh,,,,['cr1685']
29891,stock_cr1685,2024-06-05T11:16:10.000Z,Place in Stock,,,,['cr1685']
29892,stock_cr1688,2024-06-05T11:16:56.000Z,Place in Stock,,,,['cr1688']
29893,drive_term_cr1694,2024-06-05T11:19:54.000Z,Drive to Terminal,,,,['cr1694']
29894,weigh_cr1694,2024-06-05T11:25:50.000Z,Weigh,,,,['cr1694']
29895,stock_cr1694,2024-06-05T11:26:41.000Z,Place in Stock,,,,['cr1694']
29896,load_truck_hu8917,2024-06-05T12:04:20.000Z,Load Truck,,,,['cr1673']
29897,drive_term_cr1673,2024-06-05T12:15:39.000Z,Drive to Terminal,,,,['cr1673']
29898,weigh_cr1673,2024-06-05T12:16:35.000Z,Weigh,,,,['cr1673']
29899,stock_cr1673,2024-06-05T12:19:33.000Z,Place in Stock,,,,['cr1673']
29900,create_td499,2024-06-05T12:47:15.000Z,Create Transport Document,['co490'],['td499'],,
29901,order_crs_td497,2024-06-05T12:58:39.000Z,Order Empty Containers,,['td497'],,"['cr1698', 'cr1699', 'cr1700']"
29902,book_vehs_td498,2024-06-05T13:10:56.000Z,Book Vehicles,,['td498'],"['vh108', 'vh112']",
29903,reg_co502,2024-06-05T13:32:38.000Z,Register Customer Order,['co502'],,,
29904,order_crs_td498,2024-06-05T14:47:31.000Z,Order Empty Containers,,['td498'],,"['cr1701', 'cr1702']"
29905,pick_cr1702,2024-06-05T14:47:31.000Z,Pick Up Empty Container,,,,['cr1702']
29906,collect_hu8944,2024-06-05T14:47:31.000Z,Collect Goods,,,,
29907,book_vehs_td499,2024-06-05T14:49:36.000Z,Book Vehicles,,['td499'],['vh110'],
29908,collect_hu8941,2024-06-05T14:50:02.000Z,Collect Goods,,,,
29909,collect_hu8945,2024-06-05T14:53:46.000Z,Collect Goods,,,,
29910,collect_hu8942,2024-06-05T16:01:19.000Z,Collect Goods,,,,
29911,load_truck_hu8945,2024-06-05T16:20:53.000Z,Load Truck,,,,['cr1702']
29912,load_truck_hu8941,2024-06-05T16:40:56.000Z,Load Truck,,,,['cr1702']
29913,collect_hu8943,2024-06-05T16:47:38.000Z,Collect Goods,,,,
29914,pick_cr1655,2024-06-06T01:05:45.000Z,Pick Up Empty Container,,,,['cr1655']
29915,collect_hu8948,2024-06-06T01:05:45.000Z,Collect Goods,,,,
29916,pick_cr1700,2024-06-06T02:32:24.000Z,Pick Up Empty Container,,,,['cr1700']
29917,collect_hu8950,2024-06-06T05:09:13.000Z,Collect Goods,,,,
29918,to_bay_cr1628,2024-06-06T05:20:23.000Z,Bring to Loading Bay,,,,['cr1628']
29919,collect_hu8957,2024-06-06T05:21:06.000Z,Collect Goods,,,,
29920,load_veh_cr1628,2024-06-06T05:21:34.000Z,Load to Vehicle,,,['vh108'],['cr1628']
29921,collect_hu8946,2024-06-06T05:34:30.000Z,Collect Goods,,,,
29922,collect_hu8947,2024-06-06T05:38:50.000Z,Collect Goods,,,,
29923,collect_hu8955,2024-06-06T05:43:33.000Z,Collect Goods,,,,
29924,load_truck_hu8946,2024-06-06T05:45:37.000Z,Load Truck,,,,['cr1655']
29925,load_truck_hu8944,2024-06-06T05:46:03.000Z,Load Truck,,,,['cr1702']
29926,collect_hu8951,2024-06-06T05:50:23.000Z,Collect Goods,,,,
29927,load_truck_hu8948,2024-06-06T05:50:52.000Z,Load Truck,,,,['cr1655']
29928,load_truck_hu8943,2024-06-06T05:51:55.000Z,Load Truck,,,,['cr1702']
29929,load_truck_hu8950,2024-06-06T05:55:28.000Z,Load Truck,,,,['cr1655']
29930,collect_hu8954,2024-06-06T05:56:30.000Z,Collect Goods,,,,
29931,load_truck_hu8951,2024-06-06T05:56:31.000Z,Load Truck,,,,['cr1655']
29932,load_truck_hu8942,2024-06-06T05:58:40.000Z,Load Truck,,,,['cr1702']
29933,load_truck_hu8957,2024-06-06T06:13:46.000Z,Load Truck,,,,['cr1700']
29934,load_truck_hu8955,2024-06-06T06:15:39.000Z,Load Truck,,,,['cr1700']
29935,load_truck_hu8954,2024-06-06T06:57:21.000Z,Load Truck,,,,['cr1700']
29936,collect_hu8952,2024-06-06T06:57:21.000Z,Collect Goods,,,,
29937,load_truck_hu8947,2024-06-06T07:01:59.000Z,Load Truck,,,,['cr1655']
29938,create_td500,2024-06-06T07:44:55.000Z,Create Transport Document,['co499'],['td500'],,
29939,book_vehs_td500,2024-06-06T07:55:12.000Z,Book Vehicles,,['td500'],['vh111'],
29940,load_truck_hu8952,2024-06-06T07:57:22.000Z,Load Truck,,,,['cr1700']
29941,collect_hu8949,2024-06-06T07:57:22.000Z,Collect Goods,,,,
29942,load_truck_hu8949,2024-06-06T07:58:32.000Z,Load Truck,,,,['cr1655']
29943,collect_hu8953,2024-06-06T07:58:32.000Z,Collect Goods,,,,
29944,load_truck_hu8953,2024-06-06T07:59:26.000Z,Load Truck,,,,['cr1700']
29945,collect_hu8956,2024-06-06T07:59:26.000Z,Collect Goods,,,,
29946,reg_co503,2024-06-06T07:59:58.000Z,Register Customer Order,['co503'],,,
29947,drive_term_cr1702,2024-06-06T08:08:53.000Z,Drive to Terminal,,,,['cr1702']
29948,weigh_cr1702,2024-06-06T08:11:40.000Z,Weigh,,,,['cr1702']
29949,to_bay_cr1702,2024-06-06T08:14:27.000Z,Bring to Loading Bay,,,,['cr1702']
29950,load_veh_cr1702,2024-06-06T08:17:15.000Z,Load to Vehicle,,,['vh108'],['cr1702']
29951,load_truck_hu8956,2024-06-06T09:02:04.000Z,Load Truck,,,,['cr1700']
29952,drive_term_cr1655,2024-06-06T09:10:07.000Z,Drive to Terminal,,,,['cr1655']
29953,weigh_cr1655,2024-06-06T09:13:44.000Z,Weigh,,,,['cr1655']
29954,drive_term_cr1700,2024-06-06T09:15:08.000Z,Drive to Terminal,,,,['cr1700']
29955,stock_cr1655,2024-06-06T09:15:11.000Z,Place in Stock,,,,['cr1655']
29956,weigh_cr1700,2024-06-06T09:16:38.000Z,Weigh,,,,['cr1700']
29957,stock_cr1700,2024-06-06T09:18:06.000Z,Place in Stock,,,,['cr1700']
29958,order_crs_td499,2024-06-06T09:39:49.000Z,Order Empty Containers,,['td499'],,"['cr1703', 'cr1704', 'cr1705']"
29959,pick_cr1704,2024-06-06T09:39:49.000Z,Pick Up Empty Container,,,,['cr1704']
29960,collect_hu8963,2024-06-06T09:39:49.000Z,Collect Goods,,,,
29961,collect_hu8959,2024-06-06T09:45:28.000Z,Collect Goods,,,,
29962,collect_hu8960,2024-06-06T09:47:18.000Z,Collect Goods,,,,
29963,collect_hu8958,2024-06-06T09:47:53.000Z,Collect Goods,,,,
29964,collect_hu8962,2024-06-06T09:52:25.000Z,Collect Goods,,,,
29965,collect_hu8961,2024-06-06T09:54:43.000Z,Collect Goods,,,,
29966,order_crs_td500,2024-06-06T10:14:25.000Z,Order Empty Containers,,['td500'],,"['cr1706', 'cr1707', 'cr1708', 'cr1709']"
29967,load_truck_hu8958,2024-06-06T11:39:59.000Z,Load Truck,,,,['cr1704']
29968,load_truck_hu8962,2024-06-06T11:41:17.000Z,Load Truck,,,,['cr1704']
29969,load_truck_hu8959,2024-06-06T11:45:48.000Z,Load Truck,,,,['cr1704']
29970,load_truck_hu8963,2024-06-06T11:50:22.000Z,Load Truck,,,,['cr1704']
29971,load_truck_hu8961,2024-06-06T11:53:45.000Z,Load Truck,,,,['cr1704']
29972,load_truck_hu8960,2024-06-06T11:55:48.000Z,Load Truck,,,,['cr1704']
29973,drive_term_cr1704,2024-06-06T13:04:32.000Z,Drive to Terminal,,,,['cr1704']
29974,weigh_cr1704,2024-06-06T13:05:10.000Z,Weigh,,,,['cr1704']
29975,stock_cr1704,2024-06-06T13:06:42.000Z,Place in Stock,,,,['cr1704']
29976,reg_co504,2024-06-06T14:24:38.000Z,Register Customer Order,['co504'],,,
29977,pick_cr1703,2024-06-06T19:54:57.000Z,Pick Up Empty Container,,,,['cr1703']
29978,collect_hu8968,2024-06-06T19:54:57.000Z,Collect Goods,,,,
29979,pick_cr1675,2024-06-06T20:49:38.000Z,Pick Up Empty Container,,,,['cr1675']
29980,pick_cr1705,2024-06-06T23:18:28.000Z,Pick Up Empty Container,,,,['cr1705']
29981,pick_cr1676,2024-06-07T02:59:46.000Z,Pick Up Empty Container,,,,['cr1676']
29982,collect_hu8980,2024-06-07T05:56:45.000Z,Collect Goods,,,,
29983,collect_hu8966,2024-06-07T05:59:50.000Z,Collect Goods,,,,
29984,load_truck_hu8968,2024-06-07T06:43:58.000Z,Load Truck,,,,['cr1703']
29985,load_truck_hu8980,2024-06-07T06:49:44.000Z,Load Truck,,,,['cr1676']
29986,load_truck_hu8966,2024-06-07T07:07:33.000Z,Load Truck,,,,['cr1703']
29987,collect_hu8971,2024-06-07T07:07:33.000Z,Collect Goods,,,,
29988,load_truck_hu8971,2024-06-07T07:13:22.000Z,Load Truck,,,,['cr1675']
29989,collect_hu8978,2024-06-07T07:13:22.000Z,Collect Goods,,,,
29990,load_truck_hu8978,2024-06-07T07:14:55.000Z,Load Truck,,,,['cr1676']
29991,collect_hu8972,2024-06-07T07:14:55.000Z,Collect Goods,,,,
29992,collect_hu8973,2024-06-07T07:16:31.000Z,Collect Goods,,,,
29993,load_truck_hu8972,2024-06-07T07:16:48.000Z,Load Truck,,,,['cr1675']
29994,load_truck_hu8973,2024-06-07T07:21:30.000Z,Load Truck,,,,['cr1675']
29995,collect_hu8982,2024-06-07T07:21:30.000Z,Collect Goods,,,,
29996,load_truck_hu8982,2024-06-07T07:23:18.000Z,Load Truck,,,,['cr1676']
29997,collect_hu8976,2024-06-07T07:23:18.000Z,Collect Goods,,,,
29998,load_truck_hu8976,2024-06-07T07:25:46.000Z,Load Truck,,,,['cr1705']
29999,collect_hu8979,2024-06-07T07:25:46.000Z,Collect Goods,,,,
30000,load_truck_hu8979,2024-06-07T07:29:51.000Z,Load Truck,,,,['cr1676']
30001,collect_hu8969,2024-06-07T07:29:51.000Z,Collect Goods,,,,
30002,load_truck_hu8969,2024-06-07T07:30:40.000Z,Load Truck,,,,['cr1703']
30003,collect_hu8975,2024-06-07T07:30:40.000Z,Collect Goods,,,,
30004,load_truck_hu8975,2024-06-07T07:36:43.000Z,Load Truck,,,,['cr1675']
30005,collect_hu8970,2024-06-07T07:36:43.000Z,Collect Goods,,,,
30006,load_truck_hu8970,2024-06-07T07:45:14.000Z,Load Truck,,,,['cr1675']
30007,collect_hu8967,2024-06-07T07:45:14.000Z,Collect Goods,,,,
30008,load_truck_hu8967,2024-06-07T07:51:56.000Z,Load Truck,,,,['cr1703']
30009,collect_hu8981,2024-06-07T07:51:56.000Z,Collect Goods,,,,
30010,load_truck_hu8981,2024-06-07T07:53:59.000Z,Load Truck,,,,['cr1676']
30011,collect_hu8977,2024-06-07T07:53:59.000Z,Collect Goods,,,,
30012,drive_term_cr1705,2024-06-07T08:49:52.000Z,Drive to Terminal,,,,['cr1705']
30013,weigh_cr1705,2024-06-07T08:50:50.000Z,Weigh,,,,['cr1705']
30014,load_truck_hu8977,2024-06-07T08:54:16.000Z,Load Truck,,,,['cr1676']
30015,collect_hu8965,2024-06-07T08:54:16.000Z,Collect Goods,,,,
30016,load_truck_hu8965,2024-06-07T08:55:11.000Z,Load Truck,,,,['cr1703']
30017,collect_hu8964,2024-06-07T08:55:11.000Z,Collect Goods,,,,
30018,stock_cr1705,2024-06-07T08:55:58.000Z,Place in Stock,,,,['cr1705']
30019,load_truck_hu8964,2024-06-07T08:57:06.000Z,Load Truck,,,,['cr1703']
30020,collect_hu8974,2024-06-07T08:57:06.000Z,Collect Goods,,,,
30021,depart_vh108,2024-06-07T09:00:00.000Z,Depart,,"['td473', 'td498']",['vh108'],"['cr1628', 'cr1702']"
30022,reg_co505,2024-06-07T09:30:49.000Z,Register Customer Order,['co505'],,,
30023,create_td501,2024-06-07T09:56:51.000Z,Create Transport Document,['co501'],['td501'],,
30024,load_truck_hu8974,2024-06-07T09:59:09.000Z,Load Truck,,,,['cr1675']
30025,drive_term_cr1676,2024-06-07T10:02:48.000Z,Drive to Terminal,,,,['cr1676']
30026,drive_term_cr1703,2024-06-07T10:47:54.000Z,Drive to Terminal,,,,['cr1703']
30027,weigh_cr1676,2024-06-07T11:06:52.000Z,Weigh,,,,['cr1676']
30028,stock_cr1676,2024-06-07T11:09:00.000Z,Place in Stock,,,,['cr1676']
30029,pick_cr1645,2024-06-07T11:33:37.000Z,Pick Up Empty Container,,,,['cr1645']
30030,collect_hu8986,2024-06-07T11:33:37.000Z,Collect Goods,,,,
30031,collect_hu8985,2024-06-07T11:35:52.000Z,Collect Goods,,,,
30032,collect_hu8983,2024-06-07T11:44:36.000Z,Collect Goods,,,,
30033,weigh_cr1703,2024-06-07T11:50:16.000Z,Weigh,,,,['cr1703']
30034,stock_cr1703,2024-06-07T11:53:31.000Z,Place in Stock,,,,['cr1703']
30035,collect_hu8984,2024-06-07T11:55:34.000Z,Collect Goods,,,,
